№ Объекта	Нас. пункт	Район	Улица	Дом	Цена. т.р.	Ком.	О	Ж	К	Этаж	Этажность
43_300715424	Новосибирск	Октябрьский	Вилюйская	3	4390	3	75	50	10	5	27
43_300715502	Новосибирск	Октябрьский	Кирова	27/2	18000	3	132	129	0	7	12
43_300715611	Новосибирск	Октябрьский	Кирова	108	8190	3	111.2	68.7	13.8	6	10
43_300715910	Новосибирск	Октябрьский	Кошурникова	22/2	6100	3	75.4	46.8	20	13	18
43_300715920	Новосибирск	Октябрьский	Татьяны Снежиной	35	4150	3	71.3	30	25	2	18
43_300715964	Новосибирск	Октябрьский	Зеленый Бор мкр	9	7490	3	109	68	35	4	6
43_300716111	Новосибирск	Октябрьский	Выборная	109	2880	3	56.7	38	7.6	5	5
43_300716112	Новосибирск	Октябрьский	Высоцкого	37	5490	3	72	47.4	11.6	2	9
43_300716134	Новосибирск	Октябрьский	Выборная	115	3700	3	57.1	37.9	7.2	1	5
43_300716194	Новосибирск	Октябрьский	Кошурникова	22/2	6000	3	74.5	47.3	10	17	21
43_300716226	Новосибирск	Октябрьский	Рябиновая	43739	5350	3	83.2	49.98	11.32	8	17
43_300716266	Новосибирск	Октябрьский	Высоцкого	139	2500	3	59.6	40	10	10	10
43_300716269	Новосибирск	Октябрьский	Кирова	236	7000	3	88	42.61	11.09	2	20
43_300716273	Новосибирск	Октябрьский	Кошурникова	22/2	6200	3	78	46.8	20	8	23
43_300716296	Новосибирск	Октябрьский	9-го Ноября	95	3750	3	63.4	41.1	10.4	1	9
43_300716314	Новосибирск	Октябрьский	Кирова	27/2	11000	3	124.5	62.5	20.7	3	12
43_300716315	Новосибирск	Октябрьский	Бориса Богаткова	228	3900	3	56.3	39.6	6.9	9	9
43_300716390	Новосибирск	Октябрьский	Кирова	46	10800	3	116.3	0	0	6	16
43_300716413	Новосибирск	Октябрьский	Шевченко	11	7550	3	91	49	11.4	3	14
43_300716415	Новосибирск	Октябрьский	Рябиновая	8	4890	3	77	44	14	5	10
43_300716428	Новосибирск	Октябрьский	Кирова	236	5700	3	73.1	46.84	5.53	13	20
43_300716483	Новосибирск	Октябрьский	Пешеходная	5	2850	3	51.1	34.5	5.5	5	5
43_300716526	Новосибирск	Октябрьский	Бориса Богаткова	209	4100	3	60.6	42.8	7	6	9
43_300716550	Новосибирск	Октябрьский	Бориса Богаткова	219	4850	3	59.7	41.2	7	6	9
43_300716630	Новосибирск	Октябрьский	Зыряновская	61	7500	3	109	67.9	16.2	10	20
43_300716633	Новосибирск	Октябрьский	Декабристов	111	3450	3	60.1	39.8	7.1	9	9
43_300716643	Новосибирск	Октябрьский	Воинская	110	3700	3	74.6	41	13.9	10	10
43_300716646	Новосибирск	Октябрьский	Шевченко	11	8500	3	102.8	48	22	7	25
43_300716650	Новосибирск	Октябрьский	Бориса Богаткова	194/7	5000	3	58.4	36.2	8.2	2	9
43_300716766	Новосибирск	Октябрьский	Панфиловцев	5	4800	3	97.3	60.1	9.7	15	16
43_300716791	Новосибирск	Октябрьский	Бориса Богаткова	194/2	4270	3	56.5	39.7	7	7	9
43_300716792	Новосибирск	Октябрьский	Кирова	108/1	8200	3	98.5	50.4	19.9	4	6
43_300716797	Новосибирск	Октябрьский	Никитина	43497	7900	3	115.7	65	14.68	6	10
43_300716834	Новосибирск	Октябрьский	Стофато	11	3700	3	56.3	42.7	6	5	5
43_300716859	Новосибирск	Октябрьский	Панфиловцев	5	6500	3	97.7	60	9.7	11	16
43_300716860	Новосибирск	Октябрьский	Шевченко	11	7200	3	97.6	52	12.4	10	25
43_300716864	Новосибирск	Октябрьский	Выборная	91/1	4900	3	70.3	59	11	8	10
43_300716879	Новосибирск	Октябрьский	Зеленый Бор мкр	1	7500	3	115.5	48.3	38	2	6
43_300716889	Новосибирск	Октябрьский	Бориса Богаткова	192/3	4100	3	65.6	41	11.2	1	10
43_300716893	Новосибирск	Октябрьский	Бориса Богаткова	192/5	4850	3	66.5	40.6	10.2	6	10
43_300716965	Новосибирск	Октябрьский	Обская	139/1	3650	3	60.1	42	7	1	9
43_300716974	Новосибирск	Октябрьский	Ключ-Камышенское Плато	5	3600	3	56.8	38	7	3	5
43_300717018	Новосибирск	Октябрьский	Зеленый Бор мкр	7	7200	3	91	75	16	5	6
43_300717026	Новосибирск	Октябрьский	Кошурникова	22/2	6250	3	75.4	47	11	19	21
43_300717032	Новосибирск	Октябрьский	Обская 2-я	73	8650	3	100.1	61.5	12.1	13	16
43_300717034	Новосибирск	Октябрьский	Ключ-Камышенское Плато	14/1	5150	3	77.7	42.2	11.8	5	16
43_300717179	Новосибирск	Октябрьский	Военная	18	10000	3	90.7	55.8	30.6	16	18
43_300717209	Новосибирск	Октябрьский	Белинского	6	5800	3	65.7	49	8.8	3	10
43_300717210	Новосибирск	Октябрьский	Чехова	273	3700	3	60.3	47	7	7	9
43_300717271	Новосибирск	Октябрьский	Обская	50	4280	3	71.4	43.6	9.2	2	17
43_300717275	Новосибирск	Октябрьский	Военная	16	8500	3	98	66	22.5	19	19
43_300717308	Новосибирск	Октябрьский	Военного городка тер	773	3970	3	64	37.6	10.9	3	5
43_300717330	Новосибирск	Октябрьский	Декабристов	117	4650	3	64	33.3	0	15	17
43_300717336	Новосибирск	Октябрьский	Бориса Богаткова	211	3900	3	64.1	44.7	7.3	8	9
43_300717391	Новосибирск	Октябрьский	Зеленый Бор мкр	7	6499	3	85.8	48	12	4	6
43_300717393	Новосибирск	Октябрьский	Белинского	3	4380	3	64.7	39.7	9	10	10
43_300717398	Новосибирск	Октябрьский	Добролюбова	18/1	6230	3	94.1	59.5	11.7	13	16
43_300717480	Новосибирск	Октябрьский	Высоцкого	51	6300	3	82.3	47	20	9	13
43_300717517	Новосибирск	Октябрьский	Кленовая	8	3000	3	57.4	39	7	3	3
43_300717518	Новосибирск	Октябрьский	Бориса Богаткова	241	3800	3	62	41	7	5	9
43_300717551	Новосибирск	Октябрьский	Бориса Богаткова	201	4600	3	58.4	39.1	6.6	8	9
43_300717614	Новосибирск	Октябрьский	Большевистская	145	3950	3	61.9	37	7.4	5	10
43_300717618	Новосибирск	Октябрьский	Бориса Богаткова	203	4795	3	73	60.6	5.4	2	9
43_300717620	Новосибирск	Октябрьский	Бориса Богаткова	183	4360	3	60.4	42.7	7	4	9
43_300717639	Новосибирск	Октябрьский	Большевистская	48	2800	3	65.4	47.7	9.9	3	4
43_300717643	Новосибирск	Октябрьский	Кирова	46	7700	3	98	51.2	17.3	7	12
43_300717644	Новосибирск	Октябрьский	Выборная	106/1	6500	3	88.9	33	30	17	17
43_300717719	Новосибирск	Октябрьский	Виталия Потылицына	43648	4300	3	71.4	48	18	14	18
43_300717722	Новосибирск	Октябрьский	Кошурникова	22/2	7450	3	87	51	13	19	21
43_30071886	Новосибирск	Октябрьский	Татьяны Снежиной	29/2	3500	3	71.8	29.6	18.7	18	18
43_30072017	Новосибирск	Октябрьский	Военная	9	7900	3	95.7	48.9	37	7	13
43_30072169	Новосибирск	Октябрьский	Якушева	33	7150	3	110.5	55.41	21.94	2	15
43_30072170	Новосибирск	Октябрьский	Якушева	33	6590	3	115.5	45.09	16.82	2	15
43_30072172	Новосибирск	Октябрьский	Якушева	33	6190	3	104	36.59	13.07	3	15
43_30072173	Новосибирск	Октябрьский	Якушева	33	7150	3	116.03	55.41	21.94	3	15
43_30072175	Новосибирск	Октябрьский	Якушева	33	6190	3	104	36.59	13.07	4	15
43_30072176	Новосибирск	Октябрьский	Якушева	33	7150	3	109.7	55.41	21.94	4	15
43_30072177	Новосибирск	Октябрьский	Якушева	33	6590	3	115.1	45.09	16.82	4	15
43_30072179	Новосибирск	Октябрьский	Якушева	33	7150	3	110	55.41	21.94	5	15
43_30072180	Новосибирск	Октябрьский	Якушева	33	7150	3	109.9	55.41	21.94	6	15
43_30072182	Новосибирск	Октябрьский	Якушева	33	7150	3	110.6	55.41	21.94	7	15
43_30072183	Новосибирск	Октябрьский	Якушева	33	6590	3	114.9	45.09	16.82	7	15
43_30072186	Новосибирск	Октябрьский	Якушева	33	6590	3	115.4	45.09	16.85	8	15
43_30072187	Новосибирск	Октябрьский	Якушева	33	6850	3	110.1	55.41	21.94	7	15
43_30072190	Новосибирск	Октябрьский	Якушева	33	6590	3	115.4	45.09	16.82	10	15
43_30072191	Новосибирск	Октябрьский	Якушева	33	6590	3	115.1	45.09	16.82	11	15
43_30072192	Новосибирск	Октябрьский	Якушева	33	6590	3	115.4	45.09	16.82	12	15
43_30072235	Новосибирск	Октябрьский	Высоцкого	5	3845	3	67	41.2	9	1	10
43_30072260	Новосибирск	Октябрьский	Кирова	25	8700	3	107.5	45.9	39.1	4	22
43_30072418	Новосибирск	Октябрьский	Ленинградская	101/2	10000	3	162.4	107.2	36	10	10
43_30072651	Новосибирск	Октябрьский	Толстого	3	4700	3	64.7	40.3	8.7	7	10
43_30072700	Новосибирск	Октябрьский	Сибревкома	9	10160	3	64.8	26	22	12	25
43_30072828	Новосибирск	Октябрьский	Восход	20/1	6649	3	69	44	20	7	19
43_30072970	Новосибирск	Октябрьский	Обская 2-я	71	4590	3	74.4	49	10.5	2	10
43_30074286	Новосибирск	Октябрьский	Военная	43709	7100	3	105.7	61.5	15.7	13	17
43_30074434	Новосибирск	Октябрьский	Панфиловцев	5	6100	3	97.5	60	9.9	13	16
43_30074492	Новосибирск	Октябрьский	Выборная	102	7500	3	93.5	65.8	0	4	10
43_30074939	Новосибирск	Октябрьский	Выборная	115	3180	3	57.1	37.9	7.2	5	5
43_30075068	Новосибирск	Октябрьский	Зыряновская	55	8300	3	117.1	77	15	3	10
43_30075232	Новосибирск	Октябрьский	Бориса Богаткова	226/1	4500	3	64.1	37.7	8.8	4	10
43_30075488	Новосибирск	Октябрьский	Обская 2-я	73	7300	3	101.5	62.1	12.5	4	16
43_30075508	Новосибирск	Октябрьский	Бориса Богаткова	26	4800	3	62.1	38.1	8.7	8	12
43_30076039	Новосибирск	Октябрьский	Обская	50/2	5500	3	72.6	31.1	26.8	4	14
43_30076134	Новосибирск	Октябрьский	Якушева	33	6890	3	106	42.71	8.65	2	15
43_30076135	Новосибирск	Октябрьский	Якушева	33	6890	3	106.4	42.71	8.65	3	15
43_30076137	Новосибирск	Октябрьский	Якушева	33	6890	3	105.8	42.71	8.65	5	15
43_30076143	Новосибирск	Октябрьский	Якушева	33	6990	3	104.6	42.71	8.65	4	15
43_30076160	Новосибирск	Октябрьский	Якушева	33	6890	3	118.1	63.48	12.26	3	15
43_30076162	Новосибирск	Октябрьский	Якушева	33	6890	3	116.3	63.48	12.26	5	15
43_30076163	Новосибирск	Октябрьский	Якушева	33	6890	3	116.2	63.48	12.26	6	15
43_30076164	Новосибирск	Октябрьский	Якушева	33	6890	3	116.4	63.48	12.26	7	15
43_30076165	Новосибирск	Октябрьский	Якушева	33	6890	3	116.9	63.48	12.26	8	15
43_30076167	Новосибирск	Октябрьский	Якушева	33	6890	3	116.8	63.48	12.26	10	15
43_30076168	Новосибирск	Октябрьский	Якушева	33	6890	3	117.4	63.48	12.26	11	15
43_30076179	Новосибирск	Октябрьский	Военного городка тер	429	4500	3	82.5	50.4	14	2	3
43_30076547	Новосибирск	Октябрьский	Выборная	105/3	6250	3	72.7	49	21	3	9
43_30076659	Новосибирск	Октябрьский	Обская 2-я	73	5940	3	102	62	12	8	16
43_30076707	Новосибирск	Октябрьский	Зыряновская	61	8700	3	116.5	60	30	3	13
43_30077131	Новосибирск	Октябрьский	Обская	50	6300	3	89.4	61.5	14.4	16	17
43_30077590	Новосибирск	Октябрьский	Бориса Богаткова	253/4	6199	3	95.7	80	15	9	17
43_30077950	Новосибирск	Октябрьский	Большевистская	48/2	4990	3	77.8	36.2	25	5	11
43_30078077	Новосибирск	Октябрьский	Якушева	33	6590	3	114.6	45.09	16.82	5	15
43_30078130	Новосибирск	Октябрьский	Выборная	110	3900	3	58.6	36.6	7.6	6	9
43_30078606	Новосибирск	Октябрьский	Сакко и Ванцетти	42	4500	3	62.8	42	9	1	10
43_30078621	Новосибирск	Октябрьский	Добролюбова	154/1	4000	3	63.7	39.6	10.7	5	5
43_30078679	Новосибирск	Октябрьский	Зеленый Бор мкр	1	5990	3	101.2	74	11	5	6
43_30079515	Новосибирск	Октябрьский	Выборная	103	3750	3	67.3	42.7	8.6	3	5
43_30079597	Новосибирск	Октябрьский	Выборная	105/2	5050	3	74	45	9	1	10
43_30079899	Новосибирск	Октябрьский	Выборная	101/5	3500	3	65	35	8.8	1	9
43_40070072	Новосибирск	Октябрьский	Зыряновская	57	9490	4	133.9	69.2	22.7	8	13
43_40070218	Новосибирск	Октябрьский	Военная	16	9000	4	131.5	85.2	19.1	24	26
43_40070529	Новосибирск	Октябрьский	Ленинградская	273	2850	4	67.2	51.1	6.8	1	9
43_40070548	Новосибирск	Октябрьский	Грибоедова	32/2	4150	4	77.3	62.7	8.5	8	10
43_40070684	Новосибирск	Октябрьский	Высоцкого	31	3900	4	80	52.6	9	9	10
43_40070713	Новосибирск	Октябрьский	Инская	56	10990	4	132.8	45.8	52.1	3	5
43_40070738	Новосибирск	Октябрьский	Выборная	127	4400	4	76.6	50	8.8	6	10
43_40070739	Новосибирск	Октябрьский	Сибревкома	9	12000	4	91.6	58	23	25	25
43_40070801	Новосибирск	Октябрьский	Бориса Богаткова	26	5850	4	75.6	50.9	8.8	5	12
43_40071028	Новосибирск	Октябрьский	Чехова	144	4290	4	73.5	54	6	2	4
43_40071144	Новосибирск	Октябрьский	Карла Либкнехта	94	4480	4	76.7	49.2	8.8	6	10
43_40071209	Новосибирск	Октябрьский	Военная	43709	12400	4	123.6	79.4	14	4	17
43_40071567	Новосибирск	Октябрьский	Выборная	124/2	8500	4	146.4	87	28.5	6	7
43_40071726	Новосибирск	Октябрьский	Толстого	5	9400	4	111	62.9	15.6	6	10
43_40071728	Новосибирск	Октябрьский	Бориса Богаткова	177	4200	4	71.3	48	18	1	9
43_40071803	Новосибирск	Октябрьский	Нижегородская	18	8500	4	112.1	72.3	14.5	13	18
43_40072131	Новосибирск	Октябрьский	Большевистская	48	7200	4	90.2	68.7	6	2	5
43_40072162	Новосибирск	Октябрьский	Владимира Заровного	26/3	13200	4	81.4	48.6	21.7	7	9
43_40072195	Новосибирск	Октябрьский	Военная	43709	11685	4	129.1	90	22.5	17	17
43_40072230	Новосибирск	Октябрьский	Обская	80/1	7200	4	142	114	9	6	11
43_40072508	Новосибирск	Октябрьский	Кирова	108	12000	4	231.9	113	31.4	5	10
43_40072521	Новосибирск	Октябрьский	Стофато	10	8500	4	118.6	69.5	11.5	7	11
43_40072529	Новосибирск	Октябрьский	1-я Родниковая	32	7500	4	123.7	90	30	3	3
43_40072557	Новосибирск	Октябрьский	Военная	43709	9500	4	125.5	56	41	11	17
43_40072652	Новосибирск	Октябрьский	Инская	56	12500	4	140.3	90	30	3	5
43_40072748	Новосибирск	Октябрьский	Бориса Богаткова	215	4499	4	68.3	50.1	6.7	3	9
43_40072757	Новосибирск	Октябрьский	Военная	16	8900	4	131.8	89	18	15	25
43_40072820	Новосибирск	Октябрьский	Гурьевская	78	7950	4	110	75	20	3	14
43_40072887	Новосибирск	Октябрьский	Шевченко	11	8500	4	102.8	48	22	7	25
43_40072926	Новосибирск	Октябрьский	Лазурная	4	5100	4	79.6	49.7	8.8	10	10
43_40072931	Новосибирск	Октябрьский	Зеленый Бор мкр	1	7500	4	115.5	71.5	14.8	2	6
43_40072932	Новосибирск	Октябрьский	Бориса Богаткова	194/4	4199	4	69.8	50.3	6.9	3	9
43_40072972	Новосибирск	Октябрьский	Лазурная	22	3700	4	73.9	48.5	7.8	1	10
43_40073012	Новосибирск	Октябрьский	Кирова	321	3600	4	58.9	44.5	7.2	5	5
43_40073019	Новосибирск	Октябрьский	Федосеева	3	5593	4	79	49.4	8.6	5	10
43_40073023	Новосибирск	Октябрьский	Большевистская	175/6	5000	4	73.1	55.5	8.5	3	9
43_40073038	Новосибирск	Октябрьский	Ленинградская	273	3250	4	67.5	50.9	7	5	9
43_40073042	Новосибирск	Октябрьский	Кирова	46	7700	4	98	51.2	17.3	7	12
448_1277904	Новосибирск	Октябрьский	Красносельская	6	2850	1	34	16	10	17	18
448_1280810	Новосибирск	Октябрьский	Татьяны Снежиной	27/2	2550	1	40	17	11	1	10
448_1283831	Новосибирск	Октябрьский	Ключ-Камышенское Плато	26	3660	1	33	17	9	3	18
448_1284410	Новосибирск	Октябрьский	Вилюйская	15	3100	1	40	24	0	3	26
448_1286694	Новосибирск	Октябрьский	Татьяны Снежиной	45/5	1930	1	33	20	5	2	10
448_1287619	Новосибирск	Октябрьский	Владимира Заровного	38	2990	1	26	14	6	1	17
448_1288057	Новосибирск	Октябрьский	Ключ-Камышенское Плато	43740	1780	1	25	15	3	1	7
448_1288832	Новосибирск	Октябрьский	Большевистская	128	3670	1	37	15	11	6	10
448_1289155	Новосибирск	Октябрьский	Вилюйская	15	3300	1	45	25	6	9	26
448_128955838	Новосибирск	Октябрьский	Выборная	122	2550	1	37	19	9	1	10
448_128955855	Новосибирск	Октябрьский	Обская 2-я	154	4350	1	41	15	15	7	18
448_128956211	Новосибирск	Октябрьский	Выборная	152	2380	1	30	18	6	2	10
448_128956391	Новосибирск	Октябрьский	Высоцкого	44	2400	1	30	19	7	4	10
448_128956586	Новосибирск	Октябрьский	Ленинградская	139	2950	1	37	19	9	8	9
448_128956937	Новосибирск	Октябрьский	Михаила Кулагина	35	1900	1	33	17	9	11	19
448_1290263	Новосибирск	Октябрьский	Гусинобродский тракт	21	1550	1	32	20	6	2	3
448_2023068	Новосибирск	Октябрьский	Высоцкого	50	3649	2	50	27	8	6	10
448_2120466	Новосибирск	Октябрьский	Выборная	91/4	3895	2	59	32	10	1	19
448_2122019	Новосибирск	Октябрьский	Военная	43710	5490	2	66	31	14	16	25
448_2137015	Новосибирск	Октябрьский	Обская 2-я	154	5250	2	64	34	17	16	18
448_2139070	Новосибирск	Октябрьский	Военная	43710	7190	2	77	42	18	16	25
448_2140911	Новосибирск	Октябрьский	Выборная	91/3	4250	2	72	33	16	4	17
448_2142574	Новосибирск	Октябрьский	Федосеева	3	4030	2	54	31	9	7	10
448_2142746	Новосибирск	Октябрьский	Высоцкого	33	6300	2	71	40	13	9	10
448_2143127	Новосибирск	Октябрьский	Выборная	117	2850	2	44	30	7	6	9
448_2143343	Новосибирск	Октябрьский	Обская 2-я	69/2	6500	2	81	43	14	1	10
448_2143816	Новосибирск	Октябрьский	Бориса Богаткова	201/3	3000	2	53	29	11	8	13
448_2143832	Новосибирск	Октябрьский	Панфиловцев	3	3100	2	44	28	7	5	5
448_2143910	Новосибирск	Октябрьский	Лазурная	2	2780	2	50	31	9	6	10
448_2143984	Новосибирск	Октябрьский	Бориса Богаткова	171	3100	2	47	30	6	5	5
448_2144038	Новосибирск	Октябрьский	Высоцкого	51	4650	2	66	39	10	6	15
448_2144236	Новосибирск	Октябрьский	Ленинградская	100	2990	2	46	30	6	3	5
448_3007560	Новосибирск	Октябрьский	Зыряновская	57	9490	3	134	67	34	8	13
448_3018089	Новосибирск	Октябрьский	Обская 2-я	154	7250	3	89	50	16	18	18
448_3018812	Новосибирск	Октябрьский	Ключ-Камышенское Плато	14	5800	3	104	50	12	5	10
448_3019717	Новосибирск	Октябрьский	Шевченко	25	8300	3	79	44	16	3	24
448_3021669	Новосибирск	Октябрьский	Федосеева	10	4500	3	63	42	7	8	9
448_3022007	Новосибирск	Октябрьский	Федосеева	12	3600	3	60	38	7	3	9
448_3022250	Новосибирск	Октябрьский	Военная	43709	8240	3	100	58	15	10	17
448_3022445	Новосибирск	Октябрьский	Большевистская	155	4300	3	60	43	5	2	5
448_3022464	Новосибирск	Октябрьский	Зыряновская	121	3200	3	60	42	6	3	5
448_3022596	Новосибирск	Октябрьский	Добролюбова	26	3800	3	59	43	7	1	5
448_3022701	Новосибирск	Октябрьский	Высоцкого	139/8	2350	3	59	45	0	10	10
448_3022837	Новосибирск	Октябрьский	Выборная	105	3350	3	58	39	7	5	5
448_3022925	Новосибирск	Октябрьский	Владимира Заровного	38	7000	3	83	33	16	6	17
448_3022926	Новосибирск	Октябрьский	Гурьевская	42	4390	3	64	44	7	6	12
448_3023165	Новосибирск	Октябрьский	Михаила Кулагина	35	4500	3	71	50	10	4	19
464_116691195	Новосибирск	Октябрьский	Декабристов	84	1999	1	27.3	14.3	8.7	1	1
464_117800931	Новосибирск	Октябрьский	Восход	20/1	5650	1	50	16.5	22.5	7	19
464_118028861	Новосибирск	Октябрьский	Выборная	91/4	3350	1	39.9	17.7	10.45	8	19
464_118075845	Новосибирск	Октябрьский	Якушева	148	1800	1	31.9	13.6	14.3	1	1
464_118857351	Новосибирск	Октябрьский	Шевченко	25	5090	1	42.3	17.1	14.8	10	25
464_118980506	Новосибирск	Октябрьский	Вилюйская	7	3100	1	51.8	23.3	14.1	11	27
464_119025506	Новосибирск	Октябрьский	Бориса Богаткова	208/3	2800	1	22	0	0	11	25
464_217736978	Новосибирск	Октябрьский	Ленинградская	145	2700	2	43	28	6	2	5
464_217781311	Новосибирск	Октябрьский	Восход	20/1	5650	2	50	16.5	22.5	7	19
464_217847915	Новосибирск	Октябрьский	Высоцкого	48	3380	2	49.8	27.1	8.1	5	10
464_218847378	Новосибирск	Октябрьский	Ленинградская	273	2800	2	43	26	7.5	9	9
464_218906041	Новосибирск	Октябрьский	Восход	46	6900	2	63	32	14	10	12
464_218944685	Новосибирск	Октябрьский	Виталия Потылицына	7	3499	2	64	36.1	12.1	9	10
464_219093512	Новосибирск	Октябрьский	Вилюйская	8	3800	2	55.9	31.5	9	14	17
464_219093542	Новосибирск	Октябрьский	Вилюйская	8	4000	2	56.7	32	0	14	17
464_317873581	Новосибирск	Октябрьский	Кирова	108	8000	3	116	70	27	8	17
464_318366621	Новосибирск	Октябрьский	Военная	9	6900	3	99	50	14	6	10
464_318674781	Новосибирск	Октябрьский	Якушева	33	6490	3	104.6	59	12.2	3	9
464_318674791	Новосибирск	Октябрьский	Якушева	33	6590	3	118	68	13.3	10	15
464_319089811	Новосибирск	Октябрьский	Никитина	68	3600	3	63	42	7	2	9
464_418674801	Новосибирск	Октябрьский	Якушева	33	7100	4	117.7	53.6	19.65	5	15
464_419093528	Новосибирск	Октябрьский	Нижегородская	18	10300	4	122.7	80	20	15	18
471_577251	Новосибирск	Октябрьский	Добролюбова	152/1	3160	2	42.1	21.4	10.3	6	17
471_665422	Новосибирск	Октябрьский	Выборная	99/8	4790	2	65	48	14	9	10
471_671955	Новосибирск	Октябрьский	Адриена Лежена	18	4300	3	63	43	7.1	4	9
471_67680697	Новосибирск	Октябрьский	Высоцкого	34	2500	1	40	17	9	5	10
471_677066	Новосибирск	Октябрьский	Кирова	225	2600	1	30.6	15.7	6.7	13	17
471_677067	Новосибирск	Октябрьский	Кирова	225	3150	1	40.6	15.7	8.6	11	17
471_678969	Новосибирск	Октябрьский	Обская	50/1	9500	3	95	48	25	5	10
471_679158	Новосибирск	Октябрьский	Адриена Лежена	27/1	4890	2	63	35	12	1	16
5314_1074982	Новосибирск	Октябрьский	Выборная	106/1	3700	1	51.3	18	1	21	11
5707_1231449	Новосибирск	Октябрьский	Кошурникова	22/6	6590	2	62.38	31.24	10.23	6	22
5707_1359722	Новосибирск	Октябрьский	Выборная	91/4	4500	3	63.6	30	16.9	3	19
5707_1366263	Новосибирск	Октябрьский	Выборная	91/1	4300	3	70.3	43	11.3	1	10
5707_1460250	Новосибирск	Октябрьский	Вилюйская	15	3050	1	42.39	14.98	11.83	18	26
5707_1523084	Новосибирск	Октябрьский	Кирова	27	9700	3	127.4	61.4	16.7	2	9
5707_1703405	Новосибирск	Октябрьский	Лазурная	16	2550	1	39	17	8	8	10
5707_1767645	Новосибирск	Октябрьский	Зеленый Бор мкр	13	25000	4	235	50	20	2	4
5707_1813722	Новосибирск	Октябрьский	Высоцкого	50	2320	1	32	16.6	9	4	10
5707_1815819	Новосибирск	Октябрьский	Татьяны Снежиной	21/2	4700	3	87.39	56.52	13	2	10
5707_1821856	Новосибирск	Октябрьский	Высоцкого	140/7	1430	1	33.58	20	5	9	10
5707_1832418	Новосибирск	Октябрьский	Высоцкого	142/5	1900	1	41.36	16.59	10.88	10	10
5707_1834094	Новосибирск	Октябрьский	Виталия Потылицына	7	1850	1	42.6	20.97	13.7	1	10
5707_1836892	Новосибирск	Октябрьский	Ипподромская	8	8000	3	85	30	28	10	11
5707_1842204	Новосибирск	Октябрьский	Бронная	31/1	1395	1	48.02	21	13.8	10	10
5707_1845486	Новосибирск	Октябрьский	Высоцкого	139/14	2880	3	87.39	56.52	12.92	9	10
5707_1854052	Новосибирск	Октябрьский	Кирова	25	4700	2	43.3	21	10	9	22
5707_1854055	Новосибирск	Октябрьский	Кирова	25	4700	1	43.3	21	10	9	22
5707_1864614	Новосибирск	Октябрьский	Высоцкого	51	5800	3	84	50	18	9	15
5707_1865507	Новосибирск	Октябрьский	Выборная	106	3500	3	60	40	7	8	9
5707_1871911	Новосибирск	Октябрьский	Виталия Потылицына	11	4530	3	87.39	56.6	13	7	10
5707_1876286	Новосибирск	Октябрьский	Высоцкого	141/3	1540	1	33.58	25	3	4	10
5707_1876487	Новосибирск	Октябрьский	Рябиновая	20	1500	2	44	41	0	1	1
5707_1876493	Новосибирск	Октябрьский	Военная	43709	8500	2	74.8	22.1	29.3	10	18
5707_1881683	Новосибирск	Октябрьский	Высоцкого	150/2	2500	2	63.85	36.94	5	8	10
5707_1885426	Новосибирск	Октябрьский	Московская	165	3450	3	58.5	37.2	7	8	9
5707_1888216	Новосибирск	Октябрьский	Виталия Потылицына	139/1	2250	2	63.13	36.42	12.05	9	10
5707_1889600	Новосибирск	Октябрьский	Выборная	93	1890	1	29	15	6	2	5
5707_1896877	Новосибирск	Октябрьский	Татьяны Снежиной	43	3400	2	58	34	12	8	10
5707_1896885	Новосибирск	Октябрьский	Татьяны Снежиной	45	2350	1	33	20	5	9	10
5707_1899022	Новосибирск	Октябрьский	Высоцкого	52	4400	2	76.2	41.9	14	6	10
5707_1900587	Новосибирск	Октябрьский	Высоцкого	142/1	1388	1	33.58	25	5	5	10
5707_1913717	Новосибирск	Октябрьский	Выборная	91/4	4500	2	63.6	30	16.9	3	19
5707_1918413	Новосибирск	Октябрьский	Выборная	106/1	4780	2	70	34	14	17	17
5707_1931770	Новосибирск	Октябрьский	Татьяны Снежиной	21/1	3350	2	58	37	8	3	10
5707_1939373	Новосибирск	Октябрьский	Виталия Потылицына	43770	1900	1	33.5	25	0	5	10
5707_1941591	Новосибирск	Октябрьский	Высоцкого	150/1	1900	1	48.94	20.97	13.78	2	10
5707_1957790	Новосибирск	Октябрьский	Высоцкого	142/1	1290	1	32.47	25	0	8	10
5707_1967508	Новосибирск	Октябрьский	Вилюйская	15	4550	3	79.5	43.6	15	1	26
5707_1968853	Новосибирск	Октябрьский	Высоцкого	139/1	2150	2	58.75	37.68	8.35	10	10
5707_1969210	Новосибирск	Октябрьский	Вилюйская	8	2999	1	44.5	17.1	9	2	10
5707_1969211	Новосибирск	Октябрьский	Татьяны Снежиной	39/1	2599	1	42.6	26	12	8	10
5707_1970930	Новосибирск	Октябрьский	Высоцкого	140/7	3150	2	57	17	25	2	10
5707_1971326	Новосибирск	Октябрьский	Татьяны Снежиной	51	1970	1	32.6	20.35	5	8	10
5707_1971560	Новосибирск	Октябрьский	Выборная	102	3250	1	54.9	22.8	10.3	2	10
5707_1971561	Новосибирск	Октябрьский	Лазурная	14	3550	3	63.6	39.7	8.6	2	9
5707_1983263	Новосибирск	Октябрьский	Татьяны Снежиной	45	2550	1	42.3	16.58	11.78	1	10
5707_1984240	Новосибирск	Октябрьский	Высоцкого	142/3	1850	1	33.58	25	0	6	10
